FormattedDate,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed
2015-01-03 03:00:00,1.94,0.8,1.59,0.77,partly-cloudy-night,0,0,1030.45,Mostly Cloudy,5.34,1420254000,13.82,216,4.62
2015-01-03 04:00:00,1.34,0.71,1.23,0.73,partly-cloudy-night,,,1029.06,Mostly Cloudy,5.69,1420257600,13.31,218,7.16
2015-01-03 05:00:00,2.06,0.71,2.13,0.76,partly-cloudy-night,,,1028.17,Mostly Cloudy,6.06,1420261200,12.89,229,6.49
2015-01-03 06:00:00,1.7,0.9,3.3,0.87,partly-cloudy-night,0,0,1027.58,Mostly Cloudy,5.22,1420264800,7.87,222,4.8
2015-01-03 07:00:00,1.42,0.87,3.22,0.89,partly-cloudy-night,,,1026.56,Mostly Cloudy,4.83,1420268400,7.87,217,4.43
2015-01-03 08:00:00,0.09,0.87,3.21,0.92,partly-cloudy-night,,,1024.87,Mostly Cloudy,4.37,1420272000,5.76,205,6.02
2015-01-03 09:00:00,0.09,0.93,3.21,0.92,partly-cloudy-day,0,0,1023.24,Mostly Cloudy,4.33,1420275600,6.26,172,5.91
2015-01-03 10:00:00,-0.1,0.87,3.12,0.92,partly-cloudy-day,,,1021.86,Mostly Cloudy,4.37,1420279200,9.41,156,6.48
2015-01-03 11:00:00,-0.62,0.87,3.13,0.94,partly-cloudy-day,,,1020.3,Mostly Cloudy,4.08,1420282800,6.29,153,6.84
2015-01-03 12:00:00,-0.73,0.94,3.24,0.95,cloudy,0,0,1017.97,Overcast,3.96,1420286400,4.49,147,6.77
2015-01-03 13:00:00,-0.86,1,3.34,0.96,cloudy,,,1015.99,Overcast,3.89,1420290000,4.38,143,6.86
2015-01-03 14:00:00,-0.44,1,3.36,0.97,fog,,,1015.02,Foggy,3.71,1420293600,2.46,112,5.35
2015-01-03 15:00:00,1.99,1,4.01,0.99,cloudy,0,0,1015.9,Overcast,4.22,1420297200,5.58,47,2.48
2015-01-03 16:00:00,1.02,0.87,3.73,0.99,partly-cloudy-night,,,1017.37,Mostly Cloudy,3.94,1420300800,8.29,27,3.29
2015-01-03 17:00:00,0.54,0.75,3.82,0.94,partly-cloudy-night,,,1019.32,Mostly Cloudy,4.72,1420304400,11.81,0,6.02
2015-01-03 18:00:00,1.34,0.9,4.05,0.92,partly-cloudy-night,0,0,1021.6,Mostly Cloudy,5.22,1420308000,12.28,359,5.61
2015-01-03 19:00:00,0.84,0.75,3.15,0.91,partly-cloudy-night,,,1023,Mostly Cloudy,4.53,1420311600,13.31,338,4.82
2015-01-03 20:00:00,1.74,0.75,3.38,0.87,partly-cloudy-night,,,1024.11,Mostly Cloudy,5.42,1420315200,13.31,342,5.26
2015-01-03 21:00:00,2.33,0.83,3.47,0.84,partly-cloudy-night,0,0,1026.17,Mostly Cloudy,5.92,1420318800,13.73,337,5.36
2015-01-03 22:00:00,1.33,0.61,3.43,0.88,partly-cloudy-night,,,1027.37,Mostly Cloudy,5.26,1420322400,12.79,321,5.72
2015-01-03 23:00:00,1.26,0.75,3.52,0.88,partly-cloudy-night,,,1028.83,Mostly Cloudy,5.33,1420326000,12.07,321,6.15
2015-01-04 00:00:00,2.02,0.74,3.72,0.88,partly-cloudy-night,0,0,1029.72,Mostly Cloudy,5.48,1420329600,11.25,321,4.82
2015-01-04 01:00:00,1.36,0.53,3.22,0.9,partly-cloudy-night,,,1030.14,Partly Cloudy,4.78,1420333200,9.98,299,4.43
2015-01-04 02:00:00,0.82,0.44,2.96,0.89,partly-cloudy-night,,,1030.86,Partly Cloudy,4.62,1420336800,9.78,307,5.09
2015-01-04 03:00:00,1.57,0.48,2.77,0.86,partly-cloudy-night,0,0,1031.78,Partly Cloudy,4.91,1420340400,11.64,310,4.32
2015-01-04 04:00:00,0.42,0.25,2.27,0.88,partly-cloudy-night,,,1032.26,Partly Cloudy,4.14,1420344000,11.14,313,4.68
2015-01-04 05:00:00,0.25,0.25,2,0.88,partly-cloudy-night,,,1032.3,Partly Cloudy,3.88,1420347600,11.14,301,4.39
2015-01-04 06:00:00,0.39,0.56,1.78,0.87,partly-cloudy-night,0,0,1033.23,Partly Cloudy,3.7,1420351200,11.01,307,3.79
2015-01-04 07:00:00,-0.56,0.25,1.07,0.87,partly-cloudy-night,,,1034.05,Partly Cloudy,2.96,1420354800,10.72,311,3.85
2015-01-04 08:00:00,-0.64,0.25,0.9,0.88,partly-cloudy-night,,,1034.68,Partly Cloudy,2.74,1420358400,10.93,286,3.59
2015-01-04 09:00:00,0.71,0.43,1.56,0.87,partly-cloudy-day,0,0,1035.7,Partly Cloudy,3.58,1420362000,10.27,286,3.12
2015-01-04 10:00:00,0.62,0.25,1.73,0.85,partly-cloudy-day,,,1036.36,Partly Cloudy,3.97,1420365600,10.75,288,3.96
2015-01-04 11:00:00,1.5,0.25,2.07,0.83,partly-cloudy-day,,,1036.56,Partly Cloudy,4.76,1420369200,10.75,285,4.11
2015-01-04 12:00:00,2.22,0.39,2.26,0.82,partly-cloudy-day,0,0,1036.59,Partly Cloudy,5.15,1420372800,12.13,278,3.71
2015-01-04 13:00:00,2.19,0.25,2.01,0.8,partly-cloudy-day,,,1036.55,Partly Cloudy,5.2,1420376400,9.91,273,3.86
2015-01-04 14:00:00,2.66,0.25,2.48,0.83,partly-cloudy-day,,,1036.97,Partly Cloudy,5.2,1420380000,9.87,259,3.13
2015-01-04 15:00:00,2.01,0.27,2.08,0.83,partly-cloudy-day,0,0,1036.94,Partly Cloudy,4.67,1420383600,12.7,260,3.15
2015-01-04 16:00:00,0.89,0.25,1.67,0.87,partly-cloudy-night,,,1037.05,Partly Cloudy,3.58,1420387200,9.9,247,2.87
2015-01-04 17:00:00,0.79,0.25,1.63,0.91,partly-cloudy-night,,,1036.9,Partly Cloudy,2.96,1420390800,10.94,223,2.19
2015-01-04 18:00:00,0.09,0.28,1.39,0.9,partly-cloudy-night,0,0,1036.64,Partly Cloudy,2.87,1420394400,10.62,211,2.83
2015-01-04 19:00:00,-1.66,0.25,1.01,0.9,partly-cloudy-night,,,1036.55,Partly Cloudy,2.41,1420398000,10.03,233,4.54
2015-01-04 20:00:00,-1.11,0.25,1.46,0.93,partly-cloudy-night,,,1036.63,Partly Cloudy,2.51,1420401600,9.46,237,3.85
2015-01-04 21:00:00,-0.13,0.27,1.28,0.93,partly-cloudy-night,0,0,1036.68,Partly Cloudy,2.26,1420405200,7.15,217,2.28
2015-01-04 22:00:00,-0.28,0.25,1.21,0.95,partly-cloudy-night,,,1036.24,Partly Cloudy,1.95,1420408800,7.26,210,2.08
2015-01-04 23:00:00,-0.3,0.25,0.92,0.93,partly-cloudy-night,,,1035.83,Partly Cloudy,1.93,1420412400,6.32,176,2.08
2015-01-05 00:00:00,-1.47,0.36,0.98,0.93,partly-cloudy-night,0,0,1035.7,Partly Cloudy,2.01,1420416000,7.82,193,3.5
2015-01-05 01:00:00,-1.73,0.31,1.34,0.93,partly-cloudy-night,,,1035.56,Partly Cloudy,2.33,1420419600,8.85,185,4.51
2015-01-05 02:00:00,-2.24,0.31,0.84,0.95,partly-cloudy-night,,,1035.47,Partly Cloudy,1.52,1420423200,6.9,187,3.75
2015-01-05 03:00:00,-1.38,0.52,1.03,0.92,partly-cloudy-night,0,0,1034.78,Partly Cloudy,2.24,1420426800,6.57,202,3.77
2015-01-05 04:00:00,-1.37,0.54,1.17,0.94,partly-cloudy-night,,,1034.33,Partly Cloudy,2.08,1420430400,6.23,188,3.47
2015-01-05 05:00:00,-1.44,0.72,1.27,0.94,partly-cloudy-night,,,1033.51,Mostly Cloudy,2.21,1420434000,4.17,200,3.8
2015-01-05 06:00:00,-1.73,0.94,1.81,0.97,cloudy,0,0,1032.81,Overcast,2.19,1420437600,3.65,191,4.23
2015-01-05 07:00:00,-1.17,1,2.32,0.98,fog,,,1032.71,Foggy,2.62,1420441200,1.83,192,4.17
2015-01-05 08:00:00,-0.29,1,2.98,0.97,fog,,,1032.28,Foggy,3.38,1420444800,1.87,186,4.28
2015-01-05 09:00:00,-1.17,1,2.46,0.98,cloudy,0,0,1032.56,Overcast,2.81,1420448400,3.54,178,4.56
2015-01-05 10:00:00,-0.42,1,3.06,0.99,cloudy,,,1032.28,Overcast,3.23,1420452000,4.7,179,4.18
2015-01-05 11:00:00,-0.52,1,2.87,0.95,cloudy,,,1031.84,Overcast,3.63,1420455600,5.83,176,5.31
2015-01-05 12:00:00,0.05,0.93,3.22,0.94,partly-cloudy-day,0,0,1031.08,Mostly Cloudy,4.07,1420459200,8.64,183,5.27
2015-01-05 13:00:00,0.81,0.88,3.9,0.94,partly-cloudy-day,,,1029.9,Mostly Cloudy,4.83,1420462800,6.79,197,5.7
2015-01-05 14:00:00,1.63,0.88,4.15,0.92,partly-cloudy-day,,,1029.49,Mostly Cloudy,5.31,1420466400,8.71,198,5.18
2015-01-05 15:00:00,2.07,0.95,4.11,0.91,cloudy,0,0,1029.28,Overcast,5.39,1420470000,8.32,193,4.49
2015-01-05 16:00:00,2.06,0.75,4.07,0.9,partly-cloudy-night,0,0,1028.72,Mostly Cloudy,5.58,1420473600,8.71,197,5.02
2015-01-05 17:00:00,1.91,0.75,3.88,0.9,partly-cloudy-night,0,0,1028.44,Mostly Cloudy,5.31,1420477200,8.79,195,4.64
2015-01-05 18:00:00,1.54,0.82,3.59,0.91,partly-cloudy-night,0,0,1028.32,Mostly Cloudy,4.86,1420480800,9.25,181,4.26
2015-01-05 19:00:00,1.19,0.82,3.31,0.91,partly-cloudy-night,0,0,1027.95,Mostly Cloudy,4.67,1420484400,8.66,186,4.46
2015-01-05 20:00:00,0.83,0.82,3.18,0.92,partly-cloudy-night,0,0,1027.55,Mostly Cloudy,4.32,1420488000,8.24,175,4.36
2015-01-05 21:00:00,-0.65,0.79,2.3,0.94,partly-cloudy-night,0,0,1027.21,Mostly Cloudy,3.09,1420491600,7.69,178,4.28
2015-01-05 22:00:00,-1.01,0.8,2.12,0.93,partly-cloudy-night,0,0,1026.91,Mostly Cloudy,3.07,1420495200,5.41,178,4.87
2015-01-05 23:00:00,-1.82,0.8,1.6,0.95,fog,0,0,1026.46,Foggy,2.34,1420498800,2.56,168,4.69
2015-01-06 00:00:00,-2.31,0.83,1.27,0.95,partly-cloudy-night,0,0,1025.95,Mostly Cloudy,1.95,1420502400,4.02,169,4.69
2015-01-06 01:00:00,-2.68,0.84,1.03,0.97,partly-cloudy-night,0,0,1025.04,Mostly Cloudy,1.51,1420506000,3.28,172,4.4
2015-01-06 02:00:00,-3.05,0.84,1.11,0.98,partly-cloudy-night,0,0,1024.52,Mostly Cloudy,1.41,1420509600,3.98,168,4.81
2015-01-06 03:00:00,-3.31,0.86,0.78,0.96,partly-cloudy-night,0,0,1023.91,Mostly Cloudy,1.31,1420513200,3.41,167,5.06
2015-01-06 04:00:00,-3.72,0.75,0.62,0.97,fog,0,0,1023.1,Foggy,1.1,1420516800,3.2,167,5.34
2015-01-06 05:00:00,-3.79,0.82,0.7,0.98,fog,0,0,1022.38,Foggy,0.93,1420520400,2.85,167,5.09
2015-01-06 06:00:00,-3.68,0.83,0.36,0.97,partly-cloudy-night,0,0,1022,Mostly Cloudy,0.76,1420524000,3.57,173,4.49
2015-01-06 07:00:00,-3.68,0.82,0.34,0.97,partly-cloudy-night,0,0,1021.87,Mostly Cloudy,0.79,1420527600,5.55,179,4.58
2015-01-06 08:00:00,-3.72,0.84,0.42,0.98,partly-cloudy-night,0,0,1021.85,Mostly Cloudy,0.76,1420531200,5.99,183,4.58
2015-01-06 09:00:00,-3.24,0.88,0.68,0.97,partly-cloudy-day,0,0,1021.75,Mostly Cloudy,1.16,1420534800,5.5,189,4.61
2015-01-06 10:00:00,-2.82,0.84,1.39,0.97,partly-cloudy-day,0,0,1021.64,Mostly Cloudy,1.82,1420538400,6,186,5.32
2015-01-06 11:00:00,-2.05,0.82,1.94,0.95,partly-cloudy-day,0,0,1021.04,Mostly Cloudy,2.62,1420542000,6.28,190,5.85
2015-01-06 12:00:00,-1.53,0.82,2.65,0.95,partly-cloudy-day,0,0,1020.11,Mostly Cloudy,3.36,1420545600,5.21,192,6.85
2015-01-06 13:00:00,-0.01,0.84,3.66,0.95,partly-cloudy-day,0,0,1019.95,Mostly Cloudy,4.41,1420549200,5.5,200,6.37
2015-01-06 14:00:00,0.58,0.92,4.29,0.95,partly-cloudy-day,0,0,1019.74,Mostly Cloudy,4.95,1420552800,5.17,200,6.63
2015-01-06 15:00:00,0.69,0.92,4.88,0.97,partly-cloudy-day,0,0,1019.82,Mostly Cloudy,5.29,1420556400,3.54,193,7.58
2015-01-06 16:00:00,1.98,0.92,5.15,0.96,partly-cloudy-night,0,0,1019.99,Mostly Cloudy,5.71,1420560000,3.89,214,5.56
2015-01-06 17:00:00,2.43,0.92,4.84,0.92,partly-cloudy-night,0.0686,0.27,1020.84,Mostly Cloudy,6.02,1420563600,10.07,271,5.39
2015-01-06 18:00:00,2.62,0.73,4.13,0.85,partly-cloudy-night,0,0,1022.01,Mostly Cloudy,6.41,1420567200,12.7,291,6.16
2015-01-06 19:00:00,2.64,0.79,3.96,0.83,partly-cloudy-night,0,0,1023.15,Mostly Cloudy,6.69,1420570800,13.04,289,7.13
2015-01-06 20:00:00,2.54,0.8,3.28,0.8,partly-cloudy-night,0,0,1024.01,Mostly Cloudy,6.54,1420574400,13.81,292,6.84
2015-01-06 21:00:00,2.38,0.39,3.27,0.82,partly-cloudy-night,0,0,1025.23,Partly Cloudy,6.18,1420578000,13.34,296,6.05
2015-01-06 22:00:00,2.18,0.39,3.1,0.81,partly-cloudy-night,0,0,1025.93,Partly Cloudy,6.09,1420581600,13.81,294,6.25
2015-01-06 23:00:00,1.92,0.26,2.71,0.82,partly-cloudy-night,0,0,1026.13,Partly Cloudy,5.58,1420585200,13.81,291,5.32
2015-01-07 00:00:00,1.99,0.25,2.5,0.83,partly-cloudy-night,0,0,1026.63,Partly Cloudy,5.07,1420588800,13.81,286,3.93
2015-01-07 01:00:00,1.12,0.26,2.37,0.85,partly-cloudy-night,0,0,1027.21,Partly Cloudy,4.64,1420592400,13.74,278,4.55
2015-01-07 02:00:00,1.31,0.26,2.27,0.85,partly-cloudy-night,0,0,1027.68,Partly Cloudy,4.58,1420596000,13.45,264,4.06
2015-01-07 03:00:00,0.84,0.53,2.08,0.89,partly-cloudy-night,0,0,1027.86,Partly Cloudy,3.81,1420599600,13.39,229,3.3
2015-01-07 04:00:00,0.09,0.67,1.69,0.88,partly-cloudy-night,0,0,1027.81,Mostly Cloudy,3.42,1420603200,13.45,224,3.73
2015-01-07 05:00:00,-0.38,0.63,1.51,0.88,partly-cloudy-night,0,0,1027.68,Mostly Cloudy,3.24,1420606800,13.49,221,4.14
2015-01-07 06:00:00,-0.44,0.46,1.74,0.89,partly-cloudy-night,0,0,1027.67,Partly Cloudy,3.33,1420610400,12.76,216,4.43
2015-01-07 07:00:00,-0.54,0.26,1.56,0.87,partly-cloudy-night,0,0,1027.91,Partly Cloudy,3.48,1420614000,13.84,215,4.97
2015-01-07 08:00:00,-0.96,0.26,1.6,0.91,partly-cloudy-night,0,0,1028.17,Partly Cloudy,2.89,1420617600,14,200,4.38
2015-01-07 09:00:00,0.46,0.33,2.37,0.86,partly-cloudy-day,0,0,1027.86,Partly Cloudy,4.57,1420621200,14.56,213,5.75
2015-01-07 10:00:00,1.13,0.25,3.17,0.87,partly-cloudy-day,0,0,1028.21,Partly Cloudy,5.13,1420624800,12.01,198,5.83
2015-01-07 11:00:00,2.45,0.36,4.02,0.84,partly-cloudy-day,0,0,1027.74,Partly Cloudy,6.56,1420628400,11.6,214,7.21
2015-01-07 12:00:00,3.19,0.62,3.74,0.79,partly-cloudy-day,0,0,1027.32,Mostly Cloudy,7.06,1420632000,13.26,212,6.93
2015-01-07 13:00:00,3.31,0.56,3.91,0.79,partly-cloudy-day,0,0,1026.38,Partly Cloudy,7.23,1420635600,13.24,209,7.21
2015-01-07 14:00:00,3.07,0.67,3.67,0.79,partly-cloudy-day,0,0,1025.7,Mostly Cloudy,7.13,1420639200,12.1,206,7.57
2015-01-07 15:00:00,2.75,0.66,3.58,0.79,partly-cloudy-day,0,0,1024.72,Mostly Cloudy,6.91,1420642800,14.13,207,7.71
2015-01-07 16:00:00,1.47,0.63,3.25,0.83,partly-cloudy-night,0,0,1025.27,Mostly Cloudy,5.84,1420646400,12.84,198,7.35
2015-01-07 17:00:00,1.51,0.74,3.14,0.83,partly-cloudy-night,0,0,1024.26,Mostly Cloudy,5.84,1420650000,12.65,193,7.25
2015-01-07 18:00:00,0.48,0.8,3.44,0.87,partly-cloudy-night,0,0,1023.85,Mostly Cloudy,5.42,1420653600,11.35,202,8.79
2015-01-07 19:00:00,0.47,0.84,3.43,0.87,partly-cloudy-night,0,0,1023.64,Mostly Cloudy,5.43,1420657200,11.39,201,8.89
2015-01-07 20:00:00,-0.09,0.92,3.32,0.88,partly-cloudy-night,0,0,1023.54,Mostly Cloudy,5.13,1420660800,11.02,198,9.44
2015-01-07 21:00:00,0.33,0.9,3.52,0.87,partly-cloudy-night,0,0,1022.96,Mostly Cloudy,5.46,1420664400,11.35,200,9.5
2015-01-07 22:00:00,1.29,0.92,4.22,0.86,wind,0,0,1022.2,Breezy and Mostly Cloudy,6.34,1420668000,10.17,212,10.34
2015-01-07 23:00:00,1.91,0.92,4.35,0.85,partly-cloudy-night,0,0,1022.17,Mostly Cloudy,6.63,1420671600,10.49,205,9.35
2015-01-08 00:00:00,2.2,0.92,4.75,0.87,partly-cloudy-night,0,0,1021.98,Mostly Cloudy,6.82,1420675200,9.88,211,9.21
2015-01-08 01:00:00,2.94,0.92,5.96,0.9,partly-cloudy-night,0.381,0.83,1020.36,Mostly Cloudy,7.52,1420678800,8.32,210,9.94
2015-01-08 02:00:00,3.51,0.92,6.51,0.91,partly-cloudy-night,0.4547,0.83,1020.34,Mostly Cloudy,7.85,1420682400,9.75,215,9.38
2015-01-08 03:00:00,3.54,0.9,6.62,0.91,partly-cloudy-night,0,0,1020.48,Mostly Cloudy,8,1420686000,8.59,219,10.08
2015-01-08 04:00:00,4.2,0.92,7.06,0.92,partly-cloudy-night,0,0,1020.76,Mostly Cloudy,8.31,1420689600,11.01,216,9.02
2015-01-08 05:00:00,4.42,0.92,7.37,0.93,partly-cloudy-night,0,0,1020.32,Mostly Cloudy,8.38,1420693200,9.51,215,8.59
2015-01-08 06:00:00,4.93,0.93,7.84,0.94,partly-cloudy-night,0,0,1019.23,Mostly Cloudy,8.75,1420696800,9.77,216,8.42
2015-01-08 07:00:00,5.23,1,8.15,0.94,cloudy,0,0,1019.01,Overcast,9.04,1420700400,9.22,217,8.77
2015-01-08 08:00:00,5.08,1,8.3,0.95,cloudy,0,0,1019.17,Overcast,9.01,1420704000,5.86,213,9.22
2015-01-08 09:00:00,5.06,1,8.28,0.97,fog,0,0,1018.77,Foggy,8.72,1420707600,3.04,210,7.85
2015-01-08 10:00:00,5.22,1,8.31,0.97,rain,2.7026,0.83,1018.08,Rain,8.71,1420711200,3.89,219,7.2
2015-01-08 11:00:00,5.47,1,8.14,0.97,rain,3.3833,0.83,1017.73,Rain,8.66,1420714800,4.88,219,6.21
2015-01-08 12:00:00,6.02,1,7.79,0.96,cloudy,0,0,1017.15,Overcast,8.36,1420718400,4.52,298,3.93
2015-01-08 13:00:00,3.06,1,6.29,0.93,rain,3.2156,0.83,1018.01,Rain,7.31,1420722000,6.58,327,8.41
2015-01-08 14:00:00,4.16,1,5.71,0.91,cloudy,0.5436,0.67,1020.06,Overcast,7.08,1420725600,11.49,316,4.52
2015-01-08 15:00:00,4.24,0.8,5.84,0.9,partly-cloudy-day,0,0,1021.84,Mostly Cloudy,7.39,1420729200,12.81,283,5.2
